X,CH1,CH3,Start,Increment,
Sequence,Volt,Volt,-1.200000e-01,2.000000e-04
0,-1.24e+00,0.00e+00,
1,-1.16e+00,-8.00e-02,
2,-1.24e+00,0.00e+00,
3,-1.16e+00,-8.00e-02,
4,-1.16e+00,0.00e+00,
5,-1.24e+00,-8.00e-02,
6,-1.16e+00,0.00e+00,
7,-1.24e+00,-8.00e-02,
8,-1.24e+00,0.00e+00,
9,-1.16e+00,-8.00e-02,
10,-1.24e+00,0.00e+00,
11,-1.16e+00,-8.00e-02,
12,-1.24e+00,0.00e+00,
13,-1.16e+00,-8.00e-02,
14,-1.24e+00,-8.00e-02,
15,-1.12e+00,0.00e+00,
16,-1.16e+00,-8.00e-02,
17,-1.24e+00,0.00e+00,
18,-1.24e+00,0.00e+00,
19,-1.12e+00,-8.00e-02,
20,-1.12e+00,0.00e+00,
21,-1.24e+00,-8.00e-02,
22,-1.12e+00,-8.00e-02,
23,-1.20e+00,0.00e+00,
24,-1.20e+00,-8.00e-02,
25,-1.12e+00,0.00e+00,
26,-1.12e+00,0.00e+00,
27,-1.20e+00,-8.00e-02,
28,-1.12e+00,0.00e+00,
29,-1.20e+00,-8.00e-02,
30,-1.12e+00,0.00e+00,
31,-1.20e+00,-8.00e-02,
32,-1.20e+00,0.00e+00,
33,-1.12e+00,-8.00e-02,
34,-1.20e+00,0.00e+00,
35,-1.12e+00,-8.00e-02,
36,-1.20e+00,0.00e+00,
37,-1.08e+00,-8.00e-02,
38,-1.20e+00,0.00e+00,
39,-1.08e+00,-8.00e-02,
40,-1.20e+00,0.00e+00,
41,-1.08e+00,-8.00e-02,
42,-1.20e+00,-8.00e-02,
43,-1.08e+00,0.00e+00,
44,-1.16e+00,0.00e+00,
45,-1.08e+00,-8.00e-02,
46,-1.16e+00,0.00e+00,
47,-1.08e+00,-8.00e-02,
48,-1.16e+00,0.00e+00,
49,-1.08e+00,-8.00e-02,
50,-1.08e+00,-8.00e-02,
51,-1.16e+00,0.00e+00,
52,-1.16e+00,-8.00e-02,
53,-1.08e+00,0.00e+00,
54,-1.16e+00,0.00e+00,
55,-1.08e+00,-8.00e-02,
56,-1.16e+00,0.00e+00,
57,-1.08e+00,-8.00e-02,
58,-1.16e+00,0.00e+00,
59,-1.08e+00,-8.00e-02,
60,-1.16e+00,0.00e+00,
61,-1.04e+00,-8.00e-02,
62,-1.16e+00,0.00e+00,
63,-1.04e+00,-8.00e-02,
64,-1.16e+00,0.00e+00,
65,-1.04e+00,-8.00e-02,
66,-1.04e+00,-8.00e-02,
67,-1.16e+00,0.00e+00,
68,-1.04e+00,0.00e+00,
69,-1.16e+00,-8.00e-02,
70,-1.04e+00,-8.00e-02,
71,-1.12e+00,0.00e+00,
72,-1.04e+00,-8.00e-02,
73,-1.12e+00,0.00e+00,
74,-1.04e+00,0.00e+00,
75,-1.12e+00,-8.00e-02,
76,-1.04e+00,0.00e+00,
77,-1.12e+00,-8.00e-02,
78,-1.04e+00,0.00e+00,
79,-1.12e+00,-8.00e-02,
80,-1.12e+00,-8.00e-02,
81,-1.04e+00,0.00e+00,
82,-1.04e+00,0.00e+00,
83,-1.12e+00,-8.00e-02,
84,-1.08e+00,0.00e+00,
85,5.60e-01,-1.60e-01,
86,5.20e-01,-8.00e-02,
87,6.80e-01,-1.60e-01,
88,6.40e-01,-1.60e-01,
89,8.00e-01,-8.00e-02,
90,7.20e-01,-8.00e-02,
91,8.80e-01,-1.60e-01,
92,8.00e-01,-1.60e-01,
93,9.60e-01,-8.00e-02,
94,8.80e-01,-8.00e-02,
95,1.00e+00,-1.60e-01,
96,9.20e-01,-8.00e-02,
97,1.08e+00,-1.60e-01,
98,1.00e+00,-1.60e-01,
99,1.16e+00,-8.00e-02,
100,1.08e+00,-8.00e-02,
101,1.20e+00,-1.60e-01,
102,1.12e+00,-8.00e-02,
103,1.24e+00,-2.40e-01,
104,1.20e+00,-8.00e-02,
105,1.32e+00,-2.40e-01,
106,1.24e+00,-2.40e-01,
107,1.36e+00,-8.00e-02,
108,1.28e+00,-2.40e-01,
109,1.40e+00,-8.00e-02,
110,1.32e+00,-2.40e-01,
111,1.44e+00,-8.00e-02,
112,1.36e+00,-1.60e-01,
113,1.48e+00,-2.40e-01,
114,1.40e+00,-1.60e-01,
115,1.48e+00,-2.40e-01,
116,1.40e+00,-2.40e-01,
117,1.52e+00,-1.60e-01,
118,1.40e+00,-1.60e-01,
119,1.52e+00,-2.40e-01,
120,1.52e+00,-1.60e-01,
121,1.44e+00,-2.40e-01,
122,1.44e+00,-1.60e-01,
123,1.52e+00,-2.40e-01,
124,1.44e+00,-2.40e-01,
125,1.52e+00,-1.60e-01,
126,1.44e+00,-2.40e-01,
127,1.56e+00,-1.60e-01,
128,1.52e+00,-1.60e-01,
129,1.44e+00,-2.40e-01,
130,1.44e+00,-2.40e-01,
131,1.52e+00,-1.60e-01,
132,1.52e+00,-1.60e-01,
133,1.44e+00,-2.40e-01,
134,1.44e+00,-1.60e-01,
135,1.52e+00,-2.40e-01,
136,1.44e+00,-2.40e-01,
137,1.52e+00,-1.60e-01,
138,1.52e+00,-2.40e-01,
139,1.44e+00,-1.60e-01,
140,1.44e+00,-2.40e-01,
141,1.52e+00,-1.60e-01,
142,1.52e+00,-2.40e-01,
143,1.44e+00,-1.60e-01,
144,1.52e+00,-1.60e-01,
145,1.40e+00,-2.40e-01,
146,1.48e+00,-1.60e-01,
147,1.40e+00,-2.40e-01,
148,1.40e+00,-2.40e-01,
149,1.48e+00,-1.60e-01,
150,1.40e+00,-2.40e-01,
151,1.48e+00,-1.60e-01,
152,1.48e+00,-1.60e-01,
153,1.40e+00,-2.40e-01,
154,1.48e+00,-2.40e-01,
155,1.40e+00,-1.60e-01,
156,1.48e+00,-2.40e-01,
157,1.40e+00,-1.60e-01,
158,1.48e+00,-2.40e-01,
159,1.36e+00,-1.60e-01,
160,1.36e+00,-2.40e-01,
161,1.44e+00,-1.60e-01,
162,1.36e+00,-2.40e-01,
163,1.44e+00,-1.60e-01,
164,1.36e+00,-2.40e-01,
165,1.44e+00,-1.60e-01,
166,1.36e+00,-1.60e-01,
167,1.44e+00,-2.40e-01,
168,1.44e+00,-2.40e-01,
169,1.36e+00,-1.60e-01,
170,1.36e+00,-2.40e-01,
171,1.44e+00,-1.60e-01,
172,1.44e+00,-1.60e-01,
173,1.32e+00,-2.40e-01,
174,1.32e+00,-2.40e-01,
175,1.44e+00,-1.60e-01,
176,1.32e+00,-2.40e-01,
177,1.40e+00,-1.60e-01,
178,1.40e+00,-2.40e-01,
179,1.32e+00,-1.60e-01,
180,1.40e+00,-2.40e-01,
181,1.32e+00,-1.60e-01,
182,1.40e+00,-2.40e-01,
183,1.32e+00,-1.60e-01,
184,1.36e+00,-1.60e-01,
185,1.40e+00,-2.40e-01,
186,1.40e+00,-1.60e-01,
187,1.32e+00,-2.40e-01,
188,1.40e+00,-2.40e-01,
189,1.32e+00,-1.60e-01,
190,1.40e+00,-2.40e-01,
191,1.28e+00,-1.60e-01,
192,1.28e+00,-1.60e-01,
193,1.40e+00,-2.40e-01,
194,1.28e+00,-2.40e-01,
195,1.36e+00,-1.60e-01,
196,1.36e+00,-2.40e-01,
197,1.28e+00,-1.60e-01,
198,1.28e+00,-1.60e-01,
199,1.36e+00,-2.40e-01,
200,1.28e+00,-2.40e-01,
201,1.36e+00,-1.60e-01,
202,1.36e+00,-1.60e-01,
203,1.28e+00,-3.20e-01,
204,1.28e+00,-1.60e-01,
205,1.36e+00,-3.20e-01,
206,1.36e+00,-1.60e-01,
207,1.24e+00,-2.40e-01,
208,1.28e+00,-1.60e-01,
209,1.36e+00,-2.40e-01,
210,1.36e+00,-1.60e-01,
211,1.20e+00,-2.40e-01,
212,1.32e+00,-1.60e-01,
213,1.20e+00,-3.20e-01,
214,1.32e+00,-3.20e-01,
215,1.20e+00,-1.60e-01,
216,1.28e+00,-1.60e-01,
217,1.20e+00,-2.40e-01,
218,1.32e+00,-1.60e-01,
