2024-10-25,11:29:22,Sample Rate(S):,0.500
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
-5.4603400000e-09,-1.4161600000e-08,1.5177800000e-08,-1.1087700000e+02,5.1660000000e+03,6.5842500000e-09,1.5248000000e-08,5.0759500000e-09,1.7001500000e-08,1.8775000000e+01,1.4523900000e-08,8.8383000000e-09,1.7860400000e-08,3.1450000000e+01,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
1.1341500000e-08,7.0389300000e-10,1.1365700000e-08,-6.1970000000e+00,5.1660000000e+03,7.0988000000e-09,-4.8847200000e-09,7.4954900000e-09,8.0680200000e-09,1.1721600000e+02,-5.1580900000e-09,6.1989400000e-09,7.5254700000e-09,1.2364600000e+02,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0790000000e+00
5.8866400000e-09,-5.8644700000e-09,8.3099200000e-09,-4.4892000000e+01,5.1660000000e+03,7.8252200000e-09,4.7156100000e-10,8.7040600000e-09,8.7175900000e-09,9.3712000000e+01,-2.6131000000e-09,8.9590400000e-09,9.6403900000e-09,1.1066400000e+02,2.0860000000e+00,2.0870000000e+00,2.0880000000e+00,2.0790000000e+00
5.4487500000e-09,-2.9242400000e-08,2.9753600000e-08,-7.9445000000e+01,5.1660000000e+03,7.5613200000e-09,2.3371000000e-08,2.0894700000e-08,3.1354300000e-08,3.8572000000e+01,2.0344500000e-08,2.5230000000e-08,3.3575800000e-08,4.8327000000e+01,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0790000000e+00
4.8702200000e-09,2.7101200000e-08,2.7535300000e-08,7.9812000000e+01,5.1660000000e+03,6.7769200000e-09,-2.5530600000e-08,-1.4849000000e-08,3.0518400000e-08,-1.4945200000e+02,-2.2285600000e-08,-2.0850200000e-08,3.1384000000e-08,-1.3678900000e+02,2.0870000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
6.1308900000e-09,1.5624000000e-08,1.6784400000e-08,6.8575000000e+01,5.1660000000e+03,5.9036700000e-09,-1.6283700000e-08,-4.8486100000e-09,1.6990400000e-08,-1.6397700000e+02,-1.5254200000e-08,-8.3063100000e-09,1.7882300000e-08,-1.5122600000e+02,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
-1.0848700000e-08,-1.3220600000e-08,1.7102500000e-08,-1.3058400000e+02,5.1660000000e+03,7.8896700000e-09,1.6907000000e-08,-3.8174800000e-10,1.7049400000e-08,-1.1130000000e+00,1.6710900000e-08,3.3793900000e-09,1.7164900000e-08,1.2661000000e+01,2.0890000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
-1.6875300000e-08,-1.8189500000e-08,2.4814000000e-08,-1.3285400000e+02,5.1660000000e+03,8.8230800000e-09,2.3869200000e-08,-2.7051300000e-09,2.4025300000e-08,-1.0267000000e+01,2.3228300000e-08,9.2475000000e-10,2.2614900000e-08,-7.9460000000e+00,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
-1.0359900000e-08,-2.2538300000e-09,1.0606300000e-08,-1.6231600000e+02,5.1660000000e+03,7.0112800000e-09,9.1121300000e-09,-5.9233300000e-09,1.0994500000e-08,-2.8089000000e+01,1.0589600000e-08,-1.3451300000e-09,1.1203800000e-08,-2.6660000000e+00,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
-4.5990600000e-10,-8.1708300000e-10,9.4116500000e-10,-1.1937400000e+02,5.1660000000e+03,6.5772000000e-09,1.3133600000e-09,3.3372700000e-11,1.6884500000e-09,5.5000000000e-02,1.6480900000e-09,3.6823600000e-10,2.0987400000e-09,1.3294000000e+01,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0790000000e+00
-2.7070800000e-08,8.8238800000e-10,2.7086700000e-08,1.7813300000e+02,5.1660000000e+03,6.2321600000e-09,1.7408900000e-08,-2.1098100000e-08,2.7354900000e-08,-4.8247000000e+01,2.2184600000e-08,-1.5941100000e-08,2.6490800000e-08,-3.0917000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
