"NO.","FUNC","DATA","UNIT","TIME"
81,"TYPE T","OL/92.7","K","2024/10/25\12:40:29"
82,"TYPE T","OL/92.7","K","2024/10/25\12:40:29"
83,"TYPE T","OL/92.7","K","2024/10/25\12:40:30"
84,"TYPE T","OL/92.8","K","2024/10/25\12:40:30"
85,"TYPE T","OL/92.8","K","2024/10/25\12:40:31"
86,"TYPE T","OL/92.8","K","2024/10/25\12:40:32"
87,"TYPE T","OL/92.8","K","2024/10/25\12:40:32"
88,"TYPE T","OL/92.7","K","2024/10/25\12:40:33"
89,"TYPE T","OL/92.7","K","2024/10/25\12:40:33"
90,"TYPE T","OL/92.7","K","2024/10/25\12:40:34"
91,"TYPE T","OL/92.7","K","2024/10/25\12:40:35"
92,"TYPE T","OL/92.7","K","2024/10/25\12:40:35"
93,"TYPE T","OL/92.7","K","2024/10/25\12:40:36"
94,"TYPE T","OL/92.7","K","2024/10/25\12:40:36"
95,"TYPE T","OL/92.7","K","2024/10/25\12:40:37"
96,"TYPE T","OL/92.7","K","2024/10/25\12:40:38"
97,"TYPE T","OL/92.8","K","2024/10/25\12:40:38"
98,"TYPE T","OL/92.8","K","2024/10/25\12:40:39"
99,"TYPE T","OL/92.8","K","2024/10/25\12:40:39"
100,"TYPE T","OL/92.8","K","2024/10/25\12:40:40"
101,"TYPE T","OL/92.8","K","2024/10/25\12:40:41"
102,"TYPE T","OL/92.8","K","2024/10/25\12:40:41"
103,"TYPE T","OL/92.8","K","2024/10/25\12:40:42"
104,"TYPE T","OL/92.8","K","2024/10/25\12:40:42"
105,"TYPE T","OL/92.8","K","2024/10/25\12:40:43"
106,"TYPE T","OL/92.8","K","2024/10/25\12:40:44"
107,"TYPE T","OL/92.7","K","2024/10/25\12:40:44"
108,"TYPE T","OL/92.7","K","2024/10/25\12:40:45"
109,"TYPE T","OL/92.7","K","2024/10/25\12:40:45"
110,"TYPE T","OL/92.7","K","2024/10/25\12:40:46"
111,"TYPE T","OL/92.7","K","2024/10/25\12:40:46"
112,"TYPE T","OL/92.7","K","2024/10/25\12:40:47"
113,"TYPE T","OL/92.7","K","2024/10/25\12:40:48"
114,"TYPE T","OL/92.7","K","2024/10/25\12:40:48"
115,"TYPE T","OL/92.6","K","2024/10/25\12:40:49"
116,"TYPE T","OL/92.6","K","2024/10/25\12:40:49"
117,"TYPE T","OL/92.6","K","2024/10/25\12:40:50"
118,"TYPE T","OL/92.6","K","2024/10/25\12:40:51"
119,"TYPE T","OL/92.6","K","2024/10/25\12:40:51"
120,"TYPE T","OL/92.6","K","2024/10/25\12:40:52"
121,"TYPE T","OL/92.6","K","2024/10/25\12:40:52"
122,"TYPE T","OL/92.6","K","2024/10/25\12:40:53"
123,"TYPE T","OL/92.6","K","2024/10/25\12:40:54"
124,"TYPE T","OL/92.6","K","2024/10/25\12:40:54"
125,"TYPE T","OL/92.7","K","2024/10/25\12:40:55"
126,"TYPE T","OL/92.7","K","2024/10/25\12:40:55"
127,"TYPE T","OL/92.6","K","2024/10/25\12:40:56"
128,"TYPE T","OL/92.6","K","2024/10/25\12:40:57"
129,"TYPE T","OL/92.7","K","2024/10/25\12:40:57"
130,"TYPE T","OL/92.7","K","2024/10/25\12:40:58"
131,"TYPE T","OL/92.7","K","2024/10/25\12:40:58"
132,"TYPE T","OL/92.6","K","2024/10/25\12:40:59"
133,"TYPE T","OL/92.6","K","2024/10/25\12:41:00"
134,"TYPE T","OL/92.6","K","2024/10/25\12:41:00"
135,"TYPE T","OL/92.6","K","2024/10/25\12:41:01"
136,"TYPE T","OL/92.5","K","2024/10/25\12:41:01"
137,"TYPE T","OL/92.5","K","2024/10/25\12:41:02"
138,"TYPE T","OL/92.5","K","2024/10/25\12:41:03"
139,"TYPE T","OL/92.6","K","2024/10/25\12:41:03"
140,"TYPE T","OL/92.6","K","2024/10/25\12:41:04"
141,"TYPE T","OL/92.5","K","2024/10/25\12:41:04"
142,"TYPE T","OL/92.5","K","2024/10/25\12:41:05"
143,"TYPE T","OL/92.5","K","2024/10/25\12:41:05"
144,"TYPE T","OL/92.5","K","2024/10/25\12:41:06"
145,"TYPE T","OL/92.5","K","2024/10/25\12:41:07"
146,"TYPE T","OL/92.5","K","2024/10/25\12:41:07"
147,"TYPE T","OL/92.5","K","2024/10/25\12:41:08"
148,"TYPE T","OL/92.5","K","2024/10/25\12:41:08"
149,"TYPE T","OL/92.4","K","2024/10/25\12:41:09"
150,"TYPE T","OL/92.4","K","2024/10/25\12:41:10"
151,"TYPE T","OL/92.4","K","2024/10/25\12:41:10"
152,"TYPE T","OL/92.4","K","2024/10/25\12:41:11"
153,"TYPE T","OL/92.4","K","2024/10/25\12:41:11"
154,"TYPE T","OL/92.5","K","2024/10/25\12:41:12"
155,"TYPE T","OL/92.5","K","2024/10/25\12:41:13"
156,"TYPE T","OL/92.4","K","2024/10/25\12:41:13"
157,"TYPE T","OL/92.4","K","2024/10/25\12:41:14"
158,"TYPE T","OL/92.4","K","2024/10/25\12:41:14"
159,"TYPE T","OL/92.4","K","2024/10/25\12:41:15"
160,"TYPE T","OL/92.4","K","2024/10/25\12:41:16"
161,"TYPE T","OL/92.4","K","2024/10/25\12:41:16"
162,"TYPE T","OL/92.4","K","2024/10/25\12:41:17"
163,"TYPE T","OL/92.3","K","2024/10/25\12:41:17"
164,"TYPE T","OL/92.4","K","2024/10/25\12:41:18"
165,"TYPE T","OL/92.4","K","2024/10/25\12:41:19"
166,"TYPE T","OL/92.4","K","2024/10/25\12:41:19"
167,"TYPE T","OL/92.4","K","2024/10/25\12:41:20"
168,"TYPE T","OL/92.4","K","2024/10/25\12:41:20"
169,"TYPE T","OL/92.5","K","2024/10/25\12:41:21"
170,"TYPE T","OL/92.5","K","2024/10/25\12:41:22"
171,"TYPE T","OL/92.5","K","2024/10/25\12:41:22"
172,"TYPE T","OL/92.5","K","2024/10/25\12:41:23"
173,"TYPE T","OL/92.5","K","2024/10/25\12:41:23"
174,"TYPE T","OL/92.4","K","2024/10/25\12:41:24"
175,"TYPE T","OL/92.4","K","2024/10/25\12:41:24"
176,"TYPE T","OL/92.4","K","2024/10/25\12:41:25"
177,"TYPE T","OL/92.4","K","2024/10/25\12:41:26"
178,"TYPE T","OL/92.4","K","2024/10/25\12:41:26"
179,"TYPE T","OL/92.4","K","2024/10/25\12:41:27"
180,"TYPE T","OL/92.4","K","2024/10/25\12:41:27"
181,"TYPE T","OL/92.4","K","2024/10/25\12:41:28"
182,"TYPE T","OL/92.4","K","2024/10/25\12:41:29"
183,"TYPE T","OL/92.4","K","2024/10/25\12:41:29"
184,"TYPE T","OL/92.4","K","2024/10/25\12:41:30"
185,"TYPE T","OL/92.4","K","2024/10/25\12:41:30"
186,"TYPE T","OL/92.4","K","2024/10/25\12:41:31"
187,"TYPE T","OL/92.4","K","2024/10/25\12:41:32"
188,"TYPE T","OL/92.4","K","2024/10/25\12:41:32"
189,"TYPE T","OL/92.4","K","2024/10/25\12:41:33"
190,"TYPE T","OL/92.4","K","2024/10/25\12:41:33"
191,"TYPE T","OL/92.4","K","2024/10/25\12:41:34"
192,"TYPE T","OL/92.3","K","2024/10/25\12:41:35"
193,"TYPE T","OL/92.3","K","2024/10/25\12:41:35"
194,"TYPE T","OL/92.3","K","2024/10/25\12:41:36"
195,"TYPE T","OL/92.3","K","2024/10/25\12:41:36"
196,"TYPE T","OL/92.3","K","2024/10/25\12:41:37"
197,"TYPE T","OL/92.3","K","2024/10/25\12:41:38"
198,"TYPE T","OL/92.3","K","2024/10/25\12:41:38"
199,"TYPE T","OL/92.3","K","2024/10/25\12:41:39"
200,"TYPE T","OL/92.3","K","2024/10/25\12:41:39"
201,"TYPE T","OL/92.3","K","2024/10/25\12:41:40"
202,"TYPE T","OL/92.4","K","2024/10/25\12:41:41"
203,"TYPE T","OL/92.4","K","2024/10/25\12:41:41"
204,"TYPE T","OL/92.3","K","2024/10/25\12:41:42"
205,"TYPE T","OL/92.3","K","2024/10/25\12:41:42"
206,"TYPE T","OL/92.3","K","2024/10/25\12:41:43"
207,"TYPE T","OL/92.3","K","2024/10/25\12:41:44"
208,"TYPE T","OL/92.3","K","2024/10/25\12:41:44"
209,"TYPE T","OL/92.3","K","2024/10/25\12:41:45"
210,"TYPE T","OL/92.3","K","2024/10/25\12:41:45"
211,"TYPE T","OL/92.3","K","2024/10/25\12:41:46"
212,"TYPE T","OL/92.3","K","2024/10/25\12:41:46"
213,"TYPE T","OL/92.3","K","2024/10/25\12:41:47"
214,"TYPE T","OL/92.3","K","2024/10/25\12:41:48"
215,"TYPE T","OL/92.3","K","2024/10/25\12:41:48"
216,"TYPE T","OL/92.3","K","2024/10/25\12:41:49"
217,"TYPE T","OL/92.3","K","2024/10/25\12:41:49"
218,"TYPE T","OL/92.2","K","2024/10/25\12:41:50"
219,"TYPE T","OL/92.2","K","2024/10/25\12:41:51"
220,"TYPE T","OL/92.2","K","2024/10/25\12:41:51"
221,"TYPE T","OL/92.2","K","2024/10/25\12:41:52"
222,"TYPE T","OL/92.2","K","2024/10/25\12:41:52"
223,"TYPE T","OL/92.2","K","2024/10/25\12:41:53"
224,"TYPE T","OL/92.2","K","2024/10/25\12:41:54"
225,"TYPE T","OL/92.1","K","2024/10/25\12:41:54"
226,"TYPE T","OL/92.2","K","2024/10/25\12:41:55"
227,"TYPE T","OL/92.2","K","2024/10/25\12:41:55"
228,"TYPE T","OL/92.2","K","2024/10/25\12:41:56"
229,"TYPE T","OL/92.2","K","2024/10/25\12:41:57"
230,"TYPE T","OL/92.2","K","2024/10/25\12:41:57"
231,"TYPE T","OL/92.2","K","2024/10/25\12:41:58"
232,"TYPE T","OL/92.2","K","2024/10/25\12:41:58"
233,"TYPE T","OL/92.2","K","2024/10/25\12:41:59"
234,"TYPE T","OL/92.2","K","2024/10/25\12:42:00"
235,"TYPE T","OL/92.2","K","2024/10/25\12:42:00"
236,"TYPE T","OL/92.2","K","2024/10/25\12:42:01"
237,"TYPE T","OL/92.1","K","2024/10/25\12:42:01"
238,"TYPE T","OL/92.1","K","2024/10/25\12:42:02"
239,"TYPE T","OL/92.1","K","2024/10/25\12:42:03"
240,"TYPE T","OL/92.1","K","2024/10/25\12:42:03"
241,"TYPE T","OL/92.1","K","2024/10/25\12:42:04"
242,"TYPE T","OL/92.1","K","2024/10/25\12:42:04"
243,"TYPE T","OL/92.1","K","2024/10/25\12:42:05"
244,"TYPE T","OL/92.1","K","2024/10/25\12:42:05"
245,"TYPE T","OL/92.1","K","2024/10/25\12:42:06"
246,"TYPE T","OL/92.1","K","2024/10/25\12:42:07"
247,"TYPE T","OL/92.1","K","2024/10/25\12:42:07"
248,"TYPE T","OL/92.2","K","2024/10/25\12:42:08"
249,"TYPE T","OL/92.2","K","2024/10/25\12:42:08"
250,"TYPE T","OL/92.2","K","2024/10/25\12:42:09"
251,"TYPE T","OL/92.2","K","2024/10/25\12:42:10"
252,"TYPE T","OL/92.1","K","2024/10/25\12:42:10"
253,"TYPE T","OL/92.1","K","2024/10/25\12:42:11"
254,"TYPE T","OL/92.1","K","2024/10/25\12:42:11"
255,"TYPE T","OL/92.1","K","2024/10/25\12:42:12"
256,"TYPE T","OL/92.1","K","2024/10/25\12:42:13"
257,"TYPE T","OL/92.1","K","2024/10/25\12:42:13"
258,"TYPE T","OL/92.1","K","2024/10/25\12:42:14"
259,"TYPE T","OL/92.1","K","2024/10/25\12:42:14"
260,"TYPE T","OL/92.1","K","2024/10/25\12:42:15"
261,"TYPE T","OL/92.1","K","2024/10/25\12:42:16"
262,"TYPE T","OL/92.1","K","2024/10/25\12:42:16"
263,"TYPE T","OL/92.1","K","2024/10/25\12:42:17"
264,"TYPE T","OL/92.1","K","2024/10/25\12:42:17"
265,"TYPE T","OL/92.1","K","2024/10/25\12:42:18"
266,"TYPE T","OL/92.1","K","2024/10/25\12:42:19"
267,"TYPE T","OL/92.1","K","2024/10/25\12:42:19"
268,"TYPE T","OL/92.1","K","2024/10/25\12:42:20"
269,"TYPE T","OL/92.1","K","2024/10/25\12:42:20"
270,"TYPE T","OL/92.1","K","2024/10/25\12:42:21"
271,"TYPE T","OL/92.0","K","2024/10/25\12:42:22"
272,"TYPE T","OL/92.0","K","2024/10/25\12:42:22"
273,"TYPE T","OL/92.0","K","2024/10/25\12:42:23"
274,"TYPE T","OL/92.0","K","2024/10/25\12:42:23"
275,"TYPE T","OL/92.0","K","2024/10/25\12:42:24"
276,"TYPE T","OL/92.0","K","2024/10/25\12:42:25"
277,"TYPE T","OL/92.0","K","2024/10/25\12:42:25"
278,"TYPE T","OL/92.0","K","2024/10/25\12:42:26"
279,"TYPE T","OL/92.0","K","2024/10/25\12:42:26"
280,"TYPE T","OL/92.0","K","2024/10/25\12:42:27"
281,"TYPE T","OL/92.0","K","2024/10/25\12:42:27"
282,"TYPE T","OL/91.9","K","2024/10/25\12:42:28"
283,"TYPE T","OL/91.9","K","2024/10/25\12:42:29"
284,"TYPE T","OL/91.9","K","2024/10/25\12:42:29"
285,"TYPE T","OL/91.9","K","2024/10/25\12:42:30"
286,"TYPE T","OL/91.9","K","2024/10/25\12:42:30"
287,"TYPE T","OL/91.9","K","2024/10/25\12:42:31"
288,"TYPE T","OL/91.9","K","2024/10/25\12:42:32"
289,"TYPE T","OL/91.9","K","2024/10/25\12:42:32"
290,"TYPE T","OL/91.9","K","2024/10/25\12:42:33"
291,"TYPE T","OL/91.9","K","2024/10/25\12:42:33"
292,"TYPE T","OL/91.9","K","2024/10/25\12:42:34"
293,"TYPE T","OL/91.9","K","2024/10/25\12:42:35"
294,"TYPE T","OL/91.9","K","2024/10/25\12:42:35"
295,"TYPE T","OL/92.0","K","2024/10/25\12:42:36"
296,"TYPE T","OL/91.9","K","2024/10/25\12:42:36"
297,"TYPE T","OL/91.9","K","2024/10/25\12:42:37"
298,"TYPE T","OL/91.9","K","2024/10/25\12:42:38"
299,"TYPE T","OL/91.9","K","2024/10/25\12:42:38"
300,"TYPE T","OL/91.9","K","2024/10/25\12:42:39"
301,"TYPE T","OL/91.9","K","2024/10/25\12:42:39"
302,"TYPE T","OL/91.9","K","2024/10/25\12:42:40"
303,"TYPE T","OL/91.8","K","2024/10/25\12:42:41"
304,"TYPE T","OL/91.8","K","2024/10/25\12:42:41"
305,"TYPE T","OL/91.8","K","2024/10/25\12:42:42"
306,"TYPE T","OL/91.8","K","2024/10/25\12:42:42"
307,"TYPE T","OL/91.8","K","2024/10/25\12:42:43"
308,"TYPE T","OL/91.8","K","2024/10/25\12:42:44"
309,"TYPE T","OL/91.9","K","2024/10/25\12:42:44"
310,"TYPE T","OL/91.9","K","2024/10/25\12:42:45"
311,"TYPE T","OL/91.9","K","2024/10/25\12:42:45"
312,"TYPE T","OL/91.9","K","2024/10/25\12:42:46"
313,"TYPE T","OL/91.9","K","2024/10/25\12:42:46"
314,"TYPE T","OL/91.9","K","2024/10/25\12:42:47"
315,"TYPE T","OL/91.9","K","2024/10/25\12:42:48"
316,"TYPE T","OL/91.9","K","2024/10/25\12:42:48"
317,"TYPE T","OL/91.9","K","2024/10/25\12:42:49"
318,"TYPE T","OL/91.9","K","2024/10/25\12:42:49"
319,"TYPE T","OL/91.9","K","2024/10/25\12:42:50"
320,"TYPE T","OL/91.8","K","2024/10/25\12:42:51"
321,"TYPE T","OL/91.8","K","2024/10/25\12:42:51"
322,"TYPE T","OL/91.8","K","2024/10/25\12:42:52"
323,"TYPE T","OL/91.8","K","2024/10/25\12:42:52"
324,"TYPE T","OL/91.8","K","2024/10/25\12:42:53"
325,"TYPE T","OL/91.8","K","2024/10/25\12:42:54"
326,"TYPE T","OL/91.8","K","2024/10/25\12:42:54"
327,"TYPE T","OL/91.7","K","2024/10/25\12:42:55"
328,"TYPE T","OL/91.7","K","2024/10/25\12:42:55"
329,"TYPE T","OL/91.7","K","2024/10/25\12:42:56"
330,"TYPE T","OL/91.8","K","2024/10/25\12:42:57"
331,"TYPE T","OL/91.7","K","2024/10/25\12:42:57"
332,"TYPE T","OL/91.8","K","2024/10/25\12:42:58"
333,"TYPE T","OL/91.8","K","2024/10/25\12:42:58"
334,"TYPE T","OL/91.7","K","2024/10/25\12:42:59"
335,"TYPE T","OL/91.7","K","2024/10/25\12:43:00"
336,"TYPE T","OL/91.7","K","2024/10/25\12:43:00"
337,"TYPE T","OL/91.8","K","2024/10/25\12:43:01"
338,"TYPE T","OL/91.8","K","2024/10/25\12:43:01"
339,"TYPE T","OL/91.8","K","2024/10/25\12:43:02"
340,"TYPE T","OL/91.8","K","2024/10/25\12:43:03"
341,"TYPE T","OL/91.8","K","2024/10/25\12:43:03"
342,"TYPE T","OL/91.7","K","2024/10/25\12:43:04"
343,"TYPE T","OL/91.8","K","2024/10/25\12:43:04"
344,"TYPE T","OL/91.7","K","2024/10/25\12:43:05"
345,"TYPE T","OL/91.8","K","2024/10/25\12:43:06"
346,"TYPE T","OL/91.8","K","2024/10/25\12:43:06"
347,"TYPE T","OL/91.8","K","2024/10/25\12:43:07"
348,"TYPE T","OL/91.8","K","2024/10/25\12:43:07"
349,"TYPE T","OL/91.8","K","2024/10/25\12:43:08"
350,"TYPE T","OL/91.7","K","2024/10/25\12:43:08"
351,"TYPE T","OL/91.8","K","2024/10/25\12:43:09"
352,"TYPE T","OL/91.7","K","2024/10/25\12:43:10"
353,"TYPE T","OL/91.7","K","2024/10/25\12:43:10"
354,"TYPE T","OL/91.7","K","2024/10/25\12:43:11"
355,"TYPE T","OL/91.7","K","2024/10/25\12:43:11"
356,"TYPE T","OL/91.7","K","2024/10/25\12:43:12"
357,"TYPE T","OL/91.6","K","2024/10/25\12:43:13"
358,"TYPE T","OL/91.6","K","2024/10/25\12:43:13"
359,"TYPE T","OL/91.6","K","2024/10/25\12:43:14"
360,"TYPE T","OL/91.6","K","2024/10/25\12:43:14"
361,"TYPE T","OL/91.6","K","2024/10/25\12:43:15"
362,"TYPE T","OL/91.7","K","2024/10/25\12:43:16"
363,"TYPE T","OL/91.7","K","2024/10/25\12:43:16"
364,"TYPE T","OL/91.7","K","2024/10/25\12:43:17"
365,"TYPE T","OL/91.7","K","2024/10/25\12:43:17"
366,"TYPE T","OL/91.7","K","2024/10/25\12:43:18"
367,"TYPE T","OL/91.7","K","2024/10/25\12:43:19"
368,"TYPE T","OL/91.7","K","2024/10/25\12:43:19"
369,"TYPE T","OL/91.7","K","2024/10/25\12:43:20"
370,"TYPE T","OL/91.7","K","2024/10/25\12:43:20"
371,"TYPE T","OL/91.7","K","2024/10/25\12:43:21"
372,"TYPE T","OL/91.7","K","2024/10/25\12:43:22"
373,"TYPE T","OL/91.7","K","2024/10/25\12:43:22"
374,"TYPE T","OL/91.7","K","2024/10/25\12:43:23"
375,"TYPE T","OL/91.7","K","2024/10/25\12:43:23"
376,"TYPE T","OL/91.6","K","2024/10/25\12:43:24"
377,"TYPE T","OL/91.6","K","2024/10/25\12:43:25"
378,"TYPE T","OL/91.6","K","2024/10/25\12:43:25"
379,"TYPE T","OL/91.6","K","2024/10/25\12:43:26"
380,"TYPE T","OL/91.6","K","2024/10/25\12:43:26"
381,"TYPE T","OL/91.6","K","2024/10/25\12:43:27"
382,"TYPE T","OL/91.6","K","2024/10/25\12:43:27"
383,"TYPE T","OL/91.6","K","2024/10/25\12:43:28"
384,"TYPE T","OL/91.6","K","2024/10/25\12:43:29"
385,"TYPE T","OL/91.6","K","2024/10/25\12:43:29"
386,"TYPE T","OL/91.6","K","2024/10/25\12:43:30"
387,"TYPE T","OL/91.6","K","2024/10/25\12:43:30"
388,"TYPE T","OL/91.6","K","2024/10/25\12:43:31"
389,"TYPE T","OL/91.6","K","2024/10/25\12:43:32"
390,"TYPE T","OL/91.6","K","2024/10/25\12:43:32"
391,"TYPE T","OL/91.6","K","2024/10/25\12:43:33"
392,"TYPE T","OL/91.6","K","2024/10/25\12:43:33"
393,"TYPE T","OL/91.6","K","2024/10/25\12:43:34"
394,"TYPE T","OL/91.6","K","2024/10/25\12:43:35"
395,"TYPE T","OL/91.6","K","2024/10/25\12:43:35"
396,"TYPE T","OL/91.6","K","2024/10/25\12:43:36"
397,"TYPE T","OL/91.6","K","2024/10/25\12:43:36"
398,"TYPE T","OL/91.6","K","2024/10/25\12:43:37"
399,"TYPE T","OL/91.6","K","2024/10/25\12:43:38"
400,"TYPE T","OL/91.6","K","2024/10/25\12:43:38"
401,"TYPE T","OL/91.6","K","2024/10/25\12:43:39"
402,"TYPE T","OL/91.6","K","2024/10/25\12:43:39"
403,"TYPE T","OL/91.5","K","2024/10/25\12:43:40"
404,"TYPE T","OL/91.5","K","2024/10/25\12:43:41"
405,"TYPE T","OL/91.5","K","2024/10/25\12:43:41"
406,"TYPE T","OL/91.5","K","2024/10/25\12:43:42"
407,"TYPE T","OL/91.5","K","2024/10/25\12:43:42"
408,"TYPE T","OL/91.5","K","2024/10/25\12:43:43"
409,"TYPE T","OL/91.5","K","2024/10/25\12:43:44"
410,"TYPE T","OL/91.5","K","2024/10/25\12:43:44"
411,"TYPE T","OL/91.5","K","2024/10/25\12:43:45"
412,"TYPE T","OL/91.5","K","2024/10/25\12:43:45"
413,"TYPE T","OL/91.5","K","2024/10/25\12:43:46"
414,"TYPE T","OL/91.5","K","2024/10/25\12:43:46"
415,"TYPE T","OL/91.5","K","2024/10/25\12:43:47"
416,"TYPE T","OL/91.5","K","2024/10/25\12:43:48"
417,"TYPE T","OL/91.5","K","2024/10/25\12:43:48"
418,"TYPE T","OL/91.5","K","2024/10/25\12:43:49"
419,"TYPE T","OL/91.5","K","2024/10/25\12:43:49"
420,"TYPE T","OL/91.5","K","2024/10/25\12:43:50"
421,"TYPE T","OL/91.5","K","2024/10/25\12:43:51"
422,"TYPE T","OL/91.4","K","2024/10/25\12:43:51"
423,"TYPE T","OL/91.4","K","2024/10/25\12:43:52"
424,"TYPE T","OL/91.4","K","2024/10/25\12:43:52"
425,"TYPE T","OL/91.4","K","2024/10/25\12:43:53"
426,"TYPE T","OL/91.4","K","2024/10/25\12:43:54"
427,"TYPE T","OL/91.4","K","2024/10/25\12:43:54"
428,"TYPE T","OL/91.4","K","2024/10/25\12:43:55"
429,"TYPE T","OL/91.4","K","2024/10/25\12:43:55"
430,"TYPE T","OL/91.4","K","2024/10/25\12:43:56"
431,"TYPE T","OL/91.4","K","2024/10/25\12:43:57"
432,"TYPE T","OL/91.4","K","2024/10/25\12:43:57"
433,"TYPE T","OL/91.4","K","2024/10/25\12:43:58"
434,"TYPE T","OL/91.4","K","2024/10/25\12:43:58"
435,"TYPE T","OL/91.5","K","2024/10/25\12:43:59"
