2024-10-25,12:31:02,Sample Rate(S):,0.400
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
1.3737600000e-08,1.2985000000e-08,1.8903200000e-08,4.3246000000e+01,5.1660000000e+03,4.6006800000e-09,-1.8680700000e-08,7.0008100000e-10,1.8299300000e-08,1.7758700000e+02,-1.8014100000e-08,-3.2190200000e-09,1.8120300000e-08,-1.6997600000e+02,2.0870000000e+00,2.0900000000e+00,2.0870000000e+00,2.0870000000e+00
-8.0898700000e-09,-2.2458900000e-08,2.3871600000e-08,-1.0980900000e+02,5.1660000000e+03,5.0102100000e-09,2.1271700000e-08,1.0375400000e-08,2.3539500000e-08,2.6622000000e+01,1.8250500000e-08,1.4866900000e-08,2.3399100000e-08,3.9803000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
-1.3480000000e-09,1.2539600000e-09,1.8415700000e-09,1.3278100000e+02,5.1660000000e+03,5.0783000000e-09,-9.2044400000e-11,-2.1773900000e-09,2.1909100000e-09,-9.6290000000e+01,2.3863700000e-10,-2.3484100000e-09,2.3519800000e-09,-8.6968000000e+01,2.0880000000e+00,2.0900000000e+00,2.0880000000e+00,2.0880000000e+00
-9.9180400000e-09,5.8320700000e-09,1.1505700000e-08,1.4894500000e+02,5.1660000000e+03,5.1389900000e-09,2.6859600000e-09,-1.1143000000e-08,1.1436200000e-08,-7.6811000000e+01,4.9653200000e-09,-1.0312700000e-08,1.1409800000e-08,-6.4668000000e+01,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
-4.1112200000e-09,-5.9621600000e-09,7.2422400000e-09,-1.2458800000e+02,5.1660000000e+03,4.9579000000e-09,7.1640800000e-09,1.3471400000e-09,7.3302700000e-09,1.1340000000e+01,6.7024700000e-09,2.9678800000e-09,7.3897900000e-09,2.5433000000e+01,2.0860000000e+00,2.0880000000e+00,2.0840000000e+00,2.0790000000e+00
-1.2106700000e-08,7.9446300000e-09,1.4480900000e-08,1.4786800000e+02,5.1660000000e+03,4.9765700000e-09,3.1990500000e-09,-1.4457600000e-08,1.5491900000e-08,-7.5331000000e+01,7.0844400000e-09,-1.3959200000e-08,1.5848200000e-08,-6.1741000000e+01,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0790000000e+00
-4.2873800000e-09,-7.2814500000e-09,8.4499300000e-09,-1.2049000000e+02,5.1660000000e+03,5.7365400000e-09,8.1049400000e-09,2.0441500000e-09,8.3587400000e-09,1.4213000000e+01,7.3771000000e-09,3.7194900000e-09,8.0460800000e-09,2.6902000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
-2.5482200000e-08,1.3025400000e-08,2.8618300000e-08,1.5242500000e+02,5.1660000000e+03,6.0541800000e-09,8.4106200000e-09,-2.7453300000e-08,2.8804400000e-08,-7.3461000000e+01,1.4001000000e-08,-2.5172500000e-08,2.8984500000e-08,-6.1877000000e+01,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0770000000e+00
1.4837000000e-08,-2.9332000000e-09,1.5124300000e-08,-1.2170000000e+01,5.1660000000e+03,6.2286200000e-09,-8.1213100000e-09,1.2778800000e-08,1.5197900000e-08,1.2055500000e+02,-1.0384100000e-08,1.1289400000e-08,1.5240100000e-08,1.3220200000e+02,2.0870000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
3.4901000000e-10,8.5104600000e-09,8.5176200000e-09,8.7652000000e+01,5.1660000000e+03,5.9426000000e-09,-6.1144800000e-09,-5.6064100000e-09,8.2957100000e-09,-1.3731200000e+02,-4.6022500000e-09,-6.6297900000e-09,7.8420600000e-09,-1.2471000000e+02,2.0880000000e+00,2.0900000000e+00,2.0880000000e+00,2.0870000000e+00
-9.3801200000e-09,2.2931300000e-08,2.4775700000e-08,1.1224700000e+02,5.1660000000e+03,6.3663900000e-09,-9.6889000000e-09,-2.2564500000e-08,2.4332200000e-08,-1.1331000000e+02,-4.5454000000e-09,-2.3903800000e-08,2.4100500000e-08,-1.0082200000e+02,2.0870000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
8.1917500000e-09,-8.9080700000e-09,1.2102000000e-08,-4.7103000000e+01,5.1660000000e+03,6.1273400000e-09,5.2004000000e-10,1.1932700000e-08,1.1777500000e-08,8.7804000000e+01,-2.1155900000e-09,1.1209600000e-08,1.1417700000e-08,1.0095700000e+02,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0840000000e+00
4.4799700000e-09,2.2828400000e-09,5.0281000000e-09,2.7002000000e+01,5.1660000000e+03,6.1185000000e-09,-4.5816500000e-09,1.6393500000e-09,4.8027800000e-09,1.5968400000e+02,-4.7586600000e-09,6.4948100000e-10,4.7491800000e-09,1.7159100000e+02,2.0880000000e+00,2.0900000000e+00,2.0880000000e+00,2.0870000000e+00
-1.2166200000e-08,1.6363400000e-08,2.0390700000e-08,1.2723100000e+02,5.1660000000e+03,5.5755400000e-09,-2.9141200000e-09,-2.0320000000e-08,2.0648400000e-08,-9.7594000000e+01,1.7818400000e-09,-2.0655400000e-08,2.0751000000e-08,-8.4500000000e+01,2.0870000000e+00,2.0890000000e+00,2.0860000000e+00,2.0870000000e+00
-7.7780200000e-09,4.9376100000e-09,9.2132600000e-09,1.4759200000e+02,5.1660000000e+03,5.7352200000e-09,1.6548200000e-09,-8.9843600000e-09,9.0655000000e-09,-8.1362000000e+01,3.2756100000e-09,-8.4526700000e-09,8.9968900000e-09,-7.0635000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
