"NO.","FUNC","DATA","UNIT","TIME"
433,"TYPE T","OL/300.4","K","2024/10/25\9:11:55"
434,"TYPE T","OL/300.4","K","2024/10/25\9:11:56"
435,"TYPE T","OL/300.4","K","2024/10/25\9:11:56"
436,"TYPE T","OL/300.4","K","2024/10/25\9:11:57"
437,"TYPE T","OL/300.3","K","2024/10/25\9:11:57"
438,"TYPE T","OL/300.3","K","2024/10/25\9:11:58"
439,"TYPE T","OL/300.3","K","2024/10/25\9:11:59"
440,"TYPE T","OL/300.3","K","2024/10/25\9:11:59"
441,"TYPE T","OL/300.3","K","2024/10/25\9:12:00"
442,"TYPE T","OL/300.3","K","2024/10/25\9:12:00"
443,"TYPE T","OL/300.3","K","2024/10/25\9:12:01"
444,"TYPE T","OL/300.3","K","2024/10/25\9:12:01"
445,"TYPE T","OL/300.4","K","2024/10/25\9:12:02"
446,"TYPE T","OL/300.4","K","2024/10/25\9:12:03"
447,"TYPE T","OL/300.4","K","2024/10/25\9:12:03"
448,"TYPE T","OL/300.4","K","2024/10/25\9:12:04"
449,"TYPE T","OL/300.4","K","2024/10/25\9:12:04"
450,"TYPE T","OL/300.4","K","2024/10/25\9:12:05"
451,"TYPE T","OL/300.4","K","2024/10/25\9:12:06"
452,"TYPE T","OL/300.3","K","2024/10/25\9:12:06"
453,"TYPE T","OL/300.3","K","2024/10/25\9:12:07"
454,"TYPE T","OL/300.4","K","2024/10/25\9:12:07"
455,"TYPE T","OL/300.3","K","2024/10/25\9:12:08"
456,"TYPE T","OL/300.3","K","2024/10/25\9:12:09"
457,"TYPE T","OL/300.4","K","2024/10/25\9:12:09"
458,"TYPE T","OL/300.3","K","2024/10/25\9:12:10"
459,"TYPE T","OL/300.3","K","2024/10/25\9:12:10"
460,"TYPE T","OL/300.3","K","2024/10/25\9:12:11"
461,"TYPE T","OL/300.3","K","2024/10/25\9:12:12"
462,"TYPE T","OL/300.3","K","2024/10/25\9:12:12"
463,"TYPE T","OL/300.3","K","2024/10/25\9:12:13"
464,"TYPE T","OL/300.3","K","2024/10/25\9:12:13"
465,"TYPE T","OL/300.3","K","2024/10/25\9:12:14"
466,"TYPE T","OL/300.3","K","2024/10/25\9:12:14"
467,"TYPE T","OL/300.3","K","2024/10/25\9:12:15"
468,"TYPE T","OL/300.3","K","2024/10/25\9:12:16"
469,"TYPE T","OL/300.3","K","2024/10/25\9:12:16"
470,"TYPE T","OL/300.3","K","2024/10/25\9:12:17"
471,"TYPE T","OL/300.3","K","2024/10/25\9:12:17"
472,"TYPE T","OL/300.3","K","2024/10/25\9:12:18"
473,"TYPE T","OL/300.3","K","2024/10/25\9:12:19"
474,"TYPE T","OL/300.3","K","2024/10/25\9:12:19"
475,"TYPE T","OL/300.3","K","2024/10/25\9:12:20"
476,"TYPE T","OL/300.3","K","2024/10/25\9:12:20"
477,"TYPE T","OL/300.3","K","2024/10/25\9:12:21"
478,"TYPE T","OL/300.3","K","2024/10/25\9:12:22"
479,"TYPE T","OL/300.4","K","2024/10/25\9:12:22"
480,"TYPE T","OL/300.4","K","2024/10/25\9:12:23"
481,"TYPE T","OL/300.4","K","2024/10/25\9:12:23"
482,"TYPE T","OL/300.4","K","2024/10/25\9:12:24"
483,"TYPE T","OL/300.4","K","2024/10/25\9:12:25"
484,"TYPE T","OL/300.4","K","2024/10/25\9:12:25"
485,"TYPE T","OL/300.4","K","2024/10/25\9:12:26"
486,"TYPE T","OL/300.3","K","2024/10/25\9:12:26"
487,"TYPE T","OL/300.3","K","2024/10/25\9:12:27"
488,"TYPE T","OL/300.3","K","2024/10/25\9:12:27"
489,"TYPE T","OL/300.3","K","2024/10/25\9:12:28"
490,"TYPE T","OL/300.3","K","2024/10/25\9:12:29"
491,"TYPE T","OL/300.3","K","2024/10/25\9:12:29"
492,"TYPE T","OL/300.3","K","2024/10/25\9:12:30"
493,"TYPE T","OL/300.3","K","2024/10/25\9:12:30"
494,"TYPE T","OL/300.3","K","2024/10/25\9:12:31"
495,"TYPE T","OL/300.3","K","2024/10/25\9:12:32"
496,"TYPE T","OL/300.4","K","2024/10/25\9:12:32"
497,"TYPE T","OL/300.4","K","2024/10/25\9:12:33"
498,"TYPE T","OL/300.4","K","2024/10/25\9:12:33"
499,"TYPE T","OL/300.4","K","2024/10/25\9:12:34"
500,"TYPE T","OL/300.4","K","2024/10/25\9:12:35"
501,"TYPE T","OL/300.4","K","2024/10/25\9:12:35"
502,"TYPE T","OL/300.4","K","2024/10/25\9:12:36"
503,"TYPE T","OL/300.4","K","2024/10/25\9:12:36"
504,"TYPE T","OL/300.4","K","2024/10/25\9:12:37"
505,"TYPE T","OL/300.4","K","2024/10/25\9:12:37"
506,"TYPE T","OL/300.3","K","2024/10/25\9:12:38"
507,"TYPE T","OL/300.3","K","2024/10/25\9:12:39"
508,"TYPE T","OL/300.3","K","2024/10/25\9:12:39"
509,"TYPE T","OL/300.3","K","2024/10/25\9:12:40"
510,"TYPE T","OL/300.3","K","2024/10/25\9:12:40"
511,"TYPE T","OL/300.3","K","2024/10/25\9:12:41"
512,"TYPE T","OL/300.3","K","2024/10/25\9:12:42"
513,"TYPE T","OL/300.3","K","2024/10/25\9:12:42"
514,"TYPE T","OL/300.3","K","2024/10/25\9:12:43"
515,"TYPE T","OL/300.3","K","2024/10/25\9:12:43"
516,"TYPE T","OL/300.3","K","2024/10/25\9:12:44"
517,"TYPE T","OL/300.3","K","2024/10/25\9:12:45"
518,"TYPE T","OL/300.3","K","2024/10/25\9:12:45"
519,"TYPE T","OL/300.3","K","2024/10/25\9:12:46"
520,"TYPE T","OL/300.3","K","2024/10/25\9:12:46"
521,"TYPE T","OL/300.3","K","2024/10/25\9:12:47"
522,"TYPE T","OL/300.3","K","2024/10/25\9:12:48"
523,"TYPE T","OL/300.3","K","2024/10/25\9:12:48"
524,"TYPE T","OL/300.3","K","2024/10/25\9:12:49"
525,"TYPE T","OL/300.2","K","2024/10/25\9:12:49"
526,"TYPE T","OL/300.3","K","2024/10/25\9:12:50"
527,"TYPE T","OL/300.3","K","2024/10/25\9:12:50"
528,"TYPE T","OL/300.3","K","2024/10/25\9:12:51"
529,"TYPE T","OL/300.3","K","2024/10/25\9:12:52"
530,"TYPE T","OL/300.3","K","2024/10/25\9:12:52"
531,"TYPE T","OL/300.3","K","2024/10/25\9:12:53"
532,"TYPE T","OL/300.3","K","2024/10/25\9:12:53"
533,"TYPE T","OL/300.3","K","2024/10/25\9:12:54"
534,"TYPE T","OL/300.3","K","2024/10/25\9:12:55"
535,"TYPE T","OL/300.3","K","2024/10/25\9:12:55"
536,"TYPE T","OL/300.3","K","2024/10/25\9:12:56"
537,"TYPE T","OL/300.3","K","2024/10/25\9:12:56"
538,"TYPE T","OL/300.3","K","2024/10/25\9:12:57"
539,"TYPE T","OL/300.3","K","2024/10/25\9:12:58"
540,"TYPE T","OL/300.3","K","2024/10/25\9:12:58"
541,"TYPE T","OL/300.3","K","2024/10/25\9:12:59"
542,"TYPE T","OL/300.3","K","2024/10/25\9:12:59"
543,"TYPE T","OL/300.3","K","2024/10/25\9:13:00"
544,"TYPE T","OL/300.3","K","2024/10/25\9:13:01"
545,"TYPE T","OL/300.3","K","2024/10/25\9:13:01"
546,"TYPE T","OL/300.3","K","2024/10/25\9:13:02"
547,"TYPE T","OL/300.3","K","2024/10/25\9:13:02"
548,"TYPE T","OL/300.3","K","2024/10/25\9:13:03"
549,"TYPE T","OL/300.3","K","2024/10/25\9:13:03"
550,"TYPE T","OL/300.3","K","2024/10/25\9:13:04"
551,"TYPE T","OL/300.3","K","2024/10/25\9:13:05"
552,"TYPE T","OL/300.3","K","2024/10/25\9:13:05"
553,"TYPE T","OL/300.3","K","2024/10/25\9:13:06"
554,"TYPE T","OL/300.3","K","2024/10/25\9:13:06"
555,"TYPE T","OL/300.3","K","2024/10/25\9:13:07"
556,"TYPE T","OL/300.3","K","2024/10/25\9:13:08"
557,"TYPE T","OL/300.3","K","2024/10/25\9:13:08"
558,"TYPE T","OL/300.3","K","2024/10/25\9:13:09"
559,"TYPE T","OL/300.3","K","2024/10/25\9:13:09"
560,"TYPE T","OL/300.3","K","2024/10/25\9:13:10"
561,"TYPE T","OL/300.3","K","2024/10/25\9:13:11"
562,"TYPE T","OL/300.3","K","2024/10/25\9:13:11"
563,"TYPE T","OL/300.3","K","2024/10/25\9:13:12"
564,"TYPE T","OL/300.3","K","2024/10/25\9:13:12"
565,"TYPE T","OL/300.3","K","2024/10/25\9:13:13"
566,"TYPE T","OL/300.3","K","2024/10/25\9:13:13"
567,"TYPE T","OL/300.3","K","2024/10/25\9:13:14"
568,"TYPE T","OL/300.3","K","2024/10/25\9:13:15"
569,"TYPE T","OL/300.3","K","2024/10/25\9:13:15"
570,"TYPE T","OL/300.2","K","2024/10/25\9:13:16"
571,"TYPE T","OL/300.2","K","2024/10/25\9:13:16"
572,"TYPE T","OL/300.3","K","2024/10/25\9:13:17"
573,"TYPE T","OL/300.3","K","2024/10/25\9:13:18"
574,"TYPE T","OL/300.3","K","2024/10/25\9:13:18"
575,"TYPE T","OL/300.3","K","2024/10/25\9:13:19"
576,"TYPE T","OL/300.2","K","2024/10/25\9:13:19"
577,"TYPE T","OL/300.2","K","2024/10/25\9:13:20"
578,"TYPE T","OL/300.2","K","2024/10/25\9:13:21"
579,"TYPE T","OL/300.2","K","2024/10/25\9:13:21"
580,"TYPE T","OL/300.2","K","2024/10/25\9:13:22"
581,"TYPE T","OL/300.2","K","2024/10/25\9:13:22"
582,"TYPE T","OL/300.2","K","2024/10/25\9:13:23"
583,"TYPE T","OL/300.2","K","2024/10/25\9:13:24"
584,"TYPE T","OL/300.2","K","2024/10/25\9:13:24"
585,"TYPE T","OL/300.1","K","2024/10/25\9:13:25"
586,"TYPE T","OL/300.2","K","2024/10/25\9:13:25"
587,"TYPE T","OL/300.2","K","2024/10/25\9:13:26"
588,"TYPE T","OL/300.1","K","2024/10/25\9:13:26"
589,"TYPE T","OL/300.1","K","2024/10/25\9:13:27"
590,"TYPE T","OL/300.1","K","2024/10/25\9:13:28"
591,"TYPE T","OL/300.2","K","2024/10/25\9:13:28"
592,"TYPE T","OL/300.2","K","2024/10/25\9:13:29"
593,"TYPE T","OL/300.2","K","2024/10/25\9:13:29"
594,"TYPE T","OL/300.2","K","2024/10/25\9:13:30"
595,"TYPE T","OL/300.2","K","2024/10/25\9:13:31"
596,"TYPE T","OL/300.2","K","2024/10/25\9:13:31"
